Tempo(s)	P0(KPa)	P0+Coluna(KPa)	P1(KPa)	P1+Coluna(KPa)
46.564	24.75	33.89	-0.05	7.65
46.587	24.44	33.58	0.04	7.73
46.609	23.50	32.64	0.00	7.70
46.632	21.18	30.32	-0.05	7.65
46.654	18.98	28.12	0.07	7.76
46.677	16.56	25.70	-0.04	7.65
46.700	15.34	24.48	0.04	7.73
46.722	21.19	30.33	0.02	7.71
46.745	27.34	36.49	-0.05	7.64
46.768	31.04	40.19	0.06	7.76
46.790	30.04	39.19	-0.04	7.65
46.813	24.34	33.49	0.04	7.73
46.835	22.01	31.15	0.03	7.72
46.858	24.56	33.70	-0.05	7.64
46.881	24.85	34.00	0.06	7.76
46.903	24.18	33.32	-0.03	7.66
46.926	23.23	32.38	0.03	7.72
46.949	20.85	30.00	0.03	7.73
46.971	18.65	27.80	-0.05	7.64
46.994	16.26	25.40	0.06	7.75
47.016	16.08	25.22	-0.03	7.66
47.039	22.61	31.75	0.03	7.72
47.062	28.48	37.62	0.04	7.73
47.084	31.59	40.73	-0.05	7.64
47.107	29.14	38.28	0.06	7.76
47.130	23.61	32.75	-0.03	7.66
47.152	22.46	31.60	0.02	7.72
47.175	24.99	34.13	0.05	7.74
47.197	24.82	33.96	-0.06	7.63
47.220	24.14	33.29	0.05	7.74
47.249	22.54	31.68	0.06	7.75
47.272	20.13	29.28	-0.03	7.66
47.295	17.86	27.01	0.01	7.70
47.317	15.68	24.82	0.05	7.74
47.340	17.71	26.85	-0.05	7.64
47.363	24.52	33.66	0.05	7.75
47.385	29.73	38.87	-0.03	7.66
47.408	31.67	40.81	0.01	7.70
47.430	27.34	36.48	0.06	7.75
47.453	22.38	31.52	-0.05	7.64
47.476	23.27	32.42	0.05	7.75
47.498	24.98	34.12	-0.03	7.66
47.521	24.60	33.75	-0.00	7.69
47.544	24.05	33.19	0.06	7.75
47.566	22.24	31.38	-0.05	7.64
47.589	19.93	29.08	0.05	7.74
47.612	16.65	25.80	-0.05	7.65
47.639	15.81	24.95	0.06	7.75
47.661	22.14	31.29	-0.05	7.64
47.684	28.02	37.16	0.05	7.74
47.706	31.17	40.32	-0.02	7.67
47.729	29.36	38.50	-0.02	7.67
47.752	23.54	32.68	0.06	7.76
47.774	22.09	31.23	-0.05	7.64
47.797	24.64	33.78	0.04	7.74
47.820	24.72	33.86	-0.02	7.67
47.842	24.10	33.24	-0.03	7.66
47.865	23.08	32.22	0.06	7.76
47.887	20.76	29.91	-0.05	7.64
47.910	18.42	27.57	0.04	7.73
47.933	16.02	25.16	-0.02	7.67
47.955	16.52	25.67	-0.04	7.66
47.978	23.35	32.49	0.07	7.76
48.000	28.82	37.97	-0.05	7.64
48.023	31.53	40.67	0.04	7.74
48.046	28.49	37.63	-0.02	7.68
48.068	23.00	32.15	-0.04	7.65
48.091	22.86	32.00	0.07	7.76
48.114	24.99	34.14	-0.05	7.64
48.136	24.94	34.08	0.04	7.73
48.159	24.12	33.26	-0.00	7.69
48.181	22.69	31.84	-0.04	7.65
48.204	20.32	29.47	0.07	7.76
48.227	17.83	26.97	-0.05	7.64
48.249	15.68	24.83	0.04	7.73
48.272	17.59	26.73	0.00	7.70
48.295	24.50	33.64	-0.05	7.65
48.317	29.61	38.75	0.07	7.76
48.340	31.45	40.60	-0.04	7.65
48.362	27.33	36.48	0.04	7.73
48.385	22.27	31.42	0.01	7.70
48.408	23.27	32.41	-0.05	7.64
48.430	24.92	34.07	0.07	7.76
48.453	24.55	33.69	-0.04	7.65
48.476	23.95	33.09	0.04	7.73
48.498	22.15	31.30	0.01	7.70
48.521	19.87	29.02	-0.05	7.64
48.543	17.35	26.49	0.02	7.71
48.573	15.42	24.56	0.07	7.76
48.595	19.79	28.93	-0.04	7.65
48.618	26.52	35.66	0.03	7.72
48.641	30.79	39.94	0.02	7.71
48.663	30.95	40.09	-0.05	7.64
48.686	25.40	34.55	0.06	7.76
48.709	21.66	30.80	-0.04	7.65
48.731	24.32	33.46	0.05	7.74
48.758	24.79	33.94	0.06	7.75
48.778	24.23	33.38	0.03	7.72
48.801	23.42	32.56	-0.05	7.64
48.824	21.13	30.27	0.06	7.75
48.846	18.91	28.05	-0.04	7.65
48.869	16.47	25.61	0.03	7.72
48.891	15.69	24.83	0.04	7.73
48.914	21.92	31.07	-0.05	7.64
48.937	27.89	37.03	0.06	7.75
48.959	31.33	40.48	-0.03	7.66
48.982	29.63	38.78	0.03	7.72
49.005	23.94	33.08	0.04	7.73
49.027	22.02	31.17	-0.05	7.64
49.050	24.60	33.74	0.06	7.75
49.072	24.73	33.88	-0.03	7.66
49.095	24.17	33.31	0.03	7.72
49.118	23.02	32.16	0.05	7.74
49.140	20.61	29.76	-0.05	7.64
49.163	18.28	27.43	0.06	7.75
49.186	15.92	25.06	-0.03	7.66
49.208	16.19	25.34	0.03	7.72
49.231	23.11	32.25	0.05	7.74
49.254	28.67	37.82	-0.05	7.64
49.276	31.40	40.54	0.06	7.75
49.299	28.43	37.57	-0.03	7.66
49.321	22.98	32.12	0.02	7.71
49.344	22.47	31.61	0.05	7.74
49.367	24.76	33.90	-0.06	7.64
49.389	24.57	33.71	0.06	7.75
49.412	24.04	33.18	-0.03	7.66
49.435	22.50	31.64	0.01	7.70
49.457	20.22	29.37	0.06	7.75
49.480	17.93	27.07	-0.06	7.63
49.507	15.54	24.69	0.01	7.70
49.535	18.10	27.24	0.06	7.75
49.558	24.86	34.01	-0.03	7.66
49.580	30.02	39.16	0.01	7.70
49.603	31.47	40.61	0.05	7.75
49.626	26.79	35.93	-0.06	7.64
49.648	22.01	31.16	0.06	7.75
49.671	23.37	32.52	-0.03	7.67
49.693	24.80	33.94	0.00	7.69
49.716	24.43	33.57	0.06	7.75
49.739	23.69	32.84	-0.06	7.63
49.761	21.78	30.93	0.05	7.74
49.784	19.51	28.65	-0.03	7.66
49.806	17.17	26.32	0.00	7.69
49.829	15.17	24.31	-0.03	7.66
49.857	20.22	29.36	0.06	7.75
49.880	26.80	35.95	-0.01	7.68
49.909	31.05	40.20	-0.06	7.64
49.932	30.01	39.15	0.05	7.74
49.955	24.40	33.54	-0.03	7.66
49.977	21.85	30.99	-0.01	7.68
50.000	24.40	33.55	0.06	7.75
50.022	24.80	33.94	-0.05	7.64
50.045	24.25	33.40	0.05	7.74
50.068	23.35	32.49	-0.03	7.67
50.090	20.93	30.07	-0.02	7.68
50.113	18.66	27.80	0.06	7.75
50.136	16.32	25.47	-0.06	7.64
50.158	15.92	25.07	0.05	7.74
50.181	22.36	31.51	-0.03	7.67
50.203	28.27	37.41	-0.02	7.67
50.226	31.36	40.51	0.07	7.76
50.249	29.20	38.35	-0.05	7.64
50.271	23.52	32.67	0.04	7.74
50.294	22.35	31.50	-0.02	7.67
50.317	24.82	33.96	-0.02	7.67
50.339	24.72	33.87	0.07	7.76
50.362	24.08	33.22	-0.05	7.64
50.384	22.68	31.82	0.04	7.73
50.407	20.41	29.56	-0.02	7.68
50.430	18.20	27.34	-0.03	7.66
50.452	15.95	25.10	0.07	7.76
50.475	16.79	25.93	-0.05	7.64
50.498	23.69	32.83	0.04	7.74
50.520	29.13	38.27	-0.01	7.68
50.543	31.59	40.74	-0.04	7.65
50.565	28.06	37.20	0.07	7.76
50.588	22.68	31.83	-0.05	7.64
50.611	22.68	31.82	0.04	7.73
50.633	24.71	33.85	-0.01	7.69
50.656	24.64	33.79	-0.05	7.65
50.679	24.04	33.18	0.07	7.77
50.701	22.37	31.51	-0.06	7.64
50.724	20.05	29.19	0.03	7.73
50.747	17.81	26.95	0.01	7.70
50.769	15.62	24.76	-0.05	7.64
50.792	18.08	27.23	0.07	7.76
50.814	24.86	34.00	-0.04	7.65
50.837	29.82	38.96	0.04	7.73
50.860	31.45	40.60	0.01	7.71
50.882	26.86	36.00	-0.05	7.64
50.905	22.20	31.34	0.07	7.76
50.928	23.62	32.76	-0.04	7.65
50.956	24.95	34.09	-0.04	7.65
50.979	24.48	33.62	0.04	7.73
51.001	23.69	32.83	0.02	7.71
51.024	21.76	30.91	-0.05	7.64
51.047	19.40	28.55	0.04	7.73
51.077	16.88	26.02	0.06	7.76
51.099	15.40	24.55	-0.04	7.65
51.122	20.95	30.09	0.04	7.73
51.144	27.10	36.24	0.03	7.73
51.167	31.10	40.25	-0.05	7.64
51.190	30.32	39.46	0.07	7.76
51.212	22.81	31.95	-0.05	7.64
51.238	22.91	32.05	0.04	7.73
51.261	25.01	34.15	-0.06	7.64
51.283	24.65	33.79	0.07	7.76
51.306	23.99	33.14	-0.03	7.66
51.328	22.23	31.38	0.02	7.71
51.351	19.92	29.06	0.04	7.74
51.374	17.60	26.74	-0.06	7.63
51.396	15.57	24.71	0.06	7.75
51.419	18.23	27.37	-0.03	7.66
51.442	25.05	34.19	0.02	7.71
51.464	29.91	39.05	0.05	7.75
51.487	31.41	40.55	-0.06	7.63
51.512	26.33	35.48	-0.00	7.69
51.540	21.84	30.98	0.06	7.75
51.562	23.78	32.92	-0.03	7.66
51.585	24.88	34.03	0.01	7.70
51.607	24.47	33.61	0.05	7.75
51.630	23.78	32.93	-0.05	7.64
51.653	21.63	30.77	0.05	7.75
51.675	19.44	28.58	-0.03	7.66
51.698	17.03	26.17	-0.01	7.68
51.721	15.47	24.61	0.06	7.75
51.743	20.53	29.68	-0.05	7.64
51.766	26.99	36.13	0.05	7.74
51.788	31.00	40.14	-0.03	7.67
51.811	30.59	39.73	-0.02	7.67
51.834	24.86	34.00	0.06	7.75
51.856	21.70	30.85	-0.06	7.64
51.879	24.27	33.41	0.04	7.73
51.902	24.85	34.00	-0.02	7.68
51.924	24.26	33.41	-0.03	7.66
51.947	23.45	32.59	0.07	7.76
51.970	21.21	30.36	-0.06	7.64
51.992	18.92	28.06	0.06	7.75
52.021	16.37	25.52	0.04	7.73
52.043	16.02	25.16	-0.00	7.69
52.066	22.50	31.64	-0.04	7.65
52.089	28.27	37.42	0.07	7.76
52.111	31.36	40.50	-0.04	7.65
52.134	29.09	38.24	0.04	7.73
52.156	23.42	32.57	0.00	7.69
52.179	22.28	31.43	-0.05	7.65
52.202	24.72	33.86	0.03	7.72
52.232	24.69	33.83	0.07	7.76
52.254	24.04	33.18	-0.04	7.65
52.277	22.51	31.66	0.03	7.73
52.299	20.17	29.31	0.02	7.71
52.322	17.85	27.00	-0.05	7.64
52.345	15.65	24.79	0.07	7.76
52.367	17.51	26.65	-0.04	7.65
52.390	24.37	33.52	0.03	7.73
52.413	29.41	38.55	0.03	7.73
52.435	31.45	40.59	-0.05	7.64
52.458	27.30	36.45	0.07	7.76
52.480	22.23	31.38	-0.04	7.66
52.503	23.11	32.25	0.03	7.72
52.526	24.81	33.95	0.05	7.74
52.548	24.56	33.70	-0.05	7.64
52.571	23.79	32.94	0.05	7.74
52.600	21.79	30.93	0.06	7.75
52.623	19.62	28.77	-0.03	7.67
52.646	17.29	26.43	0.01	7.70
52.668	15.39	24.53	0.05	7.75
52.691	19.62	28.76	-0.05	7.64
52.713	26.14	35.28	0.06	7.76
52.735	30.57	39.71	-0.03	7.67
52.758	30.78	39.92	-0.00	7.69
52.781	25.40	34.55	0.06	7.75
52.803	21.65	30.79	-0.06	7.63
52.826	23.98	33.13	0.05	7.74
52.848	24.94	34.08	-0.03	7.66
52.871	24.41	33.55	-0.01	7.68
52.894	23.61	32.75	0.06	7.75
52.916	21.43	30.58	-0.05	7.64
52.939	19.23	28.38	0.05	7.74
52.962	16.90	26.05	-0.02	7.67
52.984	15.42	24.57	-0.03	7.66
53.007	20.95	30.09	0.06	7.76
53.029	27.20	36.34	-0.05	7.64
53.052	30.95	40.10	0.04	7.74
53.075	30.28	39.42	-0.01	7.68
53.097	24.30	33.45	0.05	7.74
53.126	21.99	31.13	-0.04	7.65
53.149	24.61	33.75	0.07	7.76
53.171	24.68	33.82	-0.05	7.65
53.194	24.27	33.41	0.04	7.73
53.217	23.15	32.29	0.00	7.69
53.239	20.74	29.89	-0.05	7.64
53.262	18.47	27.62	0.07	7.76
53.284	16.25	25.39	-0.04	7.65
53.307	16.30	25.45	0.04	7.73
53.330	23.16	32.30	-0.03	7.66
53.359	29.18	38.32	0.02	7.71
53.382	31.50	40.64	-0.05	7.64
53.405	27.95	37.09	0.07	7.76
53.427	22.66	31.80	-0.04	7.65
53.450	22.85	31.99	0.04	7.73
53.473	24.91	34.05	0.04	7.73
53.495	24.58	33.72	-0.05	7.64
53.518	23.98	33.13	0.06	7.76
53.540	22.27	31.42	-0.04	7.66
53.563	20.11	29.26	0.03	7.72
53.586	17.77	26.92	0.04	7.74
53.608	15.61	24.75	-0.06	7.63
53.631	18.04	27.18	0.06	7.75
53.654	24.90	34.05	-0.03	7.67
53.676	29.95	39.09	0.02	7.71
53.699	31.65	40.80	0.06	7.75
53.721	26.96	36.10	-0.06	7.63
53.744	22.14	31.29	0.05	7.74
53.767	23.39	32.53	-0.02	7.67
53.789	24.84	33.99	0.00	7.69
53.812	24.58	33.73	0.06	7.75
53.835	23.90	33.04	-0.06	7.64
53.857	22.03	31.17	0.05	7.74
53.880	19.82	28.96	-0.03	7.67
53.908	17.13	26.27	0.01	7.70
53.932	15.41	24.56	-0.02	7.68
53.954	20.16	29.31	0.07	7.76
53.977	26.59	35.73	-0.06	7.64
54.000	30.85	39.99	0.04	7.73
54.022	30.71	39.85	-0.02	7.68
54.045	25.05	34.20	-0.04	7.66
54.068	21.79	30.93	0.07	7.76
54.090	24.23	33.37	-0.05	7.64
54.113	24.88	34.02	0.04	7.73
54.135	24.30	33.44	-0.01	7.69
54.158	23.56	32.71	-0.05	7.65
54.181	21.19	30.33	0.07	7.76
54.203	18.99	28.14	-0.05	7.64
54.226	16.61	25.75	0.06	7.75
54.254	15.86	25.00	0.04	7.73
54.277	22.20	31.34	0.01	7.70
54.300	28.14	37.28	-0.05	7.64
54.322	31.31	40.46	0.07	7.76
54.345	29.27	38.41	-0.04	7.65
54.368	23.66	32.80	0.04	7.73
54.390	22.29	31.43	0.03	7.72
54.413	24.86	34.00	-0.05	7.64
54.435	24.80	33.94	0.06	7.76
54.458	24.14	33.28	-0.03	7.66
54.481	22.71	31.86	0.05	7.75
54.511	20.30	29.44	0.03	7.72
54.533	18.09	27.23	0.05	7.74
54.556	15.84	24.99	-0.06	7.63
54.578	17.34	26.49	0.07	7.76
54.601	24.22	33.36	-0.03	7.66
54.624	29.48	38.62	0.02	7.71
54.646	31.71	40.85	0.06	7.75
54.669	27.61	36.75	-0.06	7.64
54.692	22.43	31.57	0.05	7.74
54.714	23.08	32.22	-0.03	7.67
54.740	24.91	34.05	0.05	7.74
54.769	24.63	33.77	-0.01	7.69
54.792	23.92	33.06	0.06	7.75
54.815	21.91	31.05	-0.06	7.63
54.837	19.74	28.89	0.05	7.74
54.860	17.44	26.59	-0.02	7.67
54.883	15.44	24.58	-0.02	7.67
54.905	19.60	28.74	0.06	7.75
54.928	26.14	35.28	-0.05	7.64
54.951	30.60	39.74	0.04	7.73
54.973	31.08	40.23	-0.02	7.68
54.996	25.73	34.87	-0.04	7.65
55.018	21.92	31.06	0.07	7.76
55.041	24.10	33.24	-0.04	7.65
55.064	24.93	34.08	0.03	7.73
55.086	24.40	33.54	0.00	7.69
55.109	23.62	32.76	-0.05	7.64
55.132	21.55	30.70	0.07	7.76
55.154	19.20	28.35	-0.05	7.64
55.177	16.85	26.00	0.04	7.73
55.199	15.30	24.44	0.02	7.71
55.222	20.69	29.83	-0.05	7.64
55.245	26.96	36.10	0.07	7.76
55.267	31.09	40.23	-0.04	7.65
55.289	30.45	39.60	0.03	7.72
55.312	24.74	33.89	0.04	7.73
55.335	21.89	31.03	0.04	7.73
55.363	24.58	33.72	-0.05	7.64
55.386	24.79	33.94	0.06	7.75
55.408	24.27	33.42	-0.03	7.66
55.431	23.15	32.30	0.02	7.71
55.454	20.82	29.97	0.05	7.75
55.476	18.48	27.63	-0.06	7.63
55.499	16.32	25.46	0.05	7.75
55.522	16.31	25.45	-0.03	7.67
55.544	22.85	32.00	0.00	7.70
55.567	28.57	37.71	0.06	7.75
55.589	31.58	40.72	-0.05	7.64
55.612	28.73	37.87	0.06	7.76
55.642	22.87	32.02	0.05	7.74
55.664	22.83	31.98	-0.02	7.67
55.687	24.90	34.05	-0.02	7.67
55.710	24.68	33.82	0.06	7.76
55.732	24.07	33.21	-0.05	7.64
55.755	22.63	31.78	0.04	7.73
55.778	20.27	29.42	-0.01	7.68
55.800	17.91	27.05	-0.04	7.65
55.823	15.70	24.85	0.07	7.76
55.845	17.92	27.07	-0.04	7.65
55.868	24.88	34.02	0.04	7.73
55.891	29.95	39.09	0.01	7.70
55.913	31.55	40.70	-0.05	7.64
55.936	27.13	36.28	0.07	7.76
55.959	22.15	31.29	-0.05	7.65
55.981	23.39	32.54	0.04	7.73
56.004	25.01	34.15	0.02	7.72
56.026	24.69	33.84	-0.06	7.64
56.049	23.86	33.00	0.07	7.76
56.072	22.19	31.34	-0.04	7.65
56.094	19.91	29.05	0.03	7.72
56.117	17.40	26.54	0.04	7.73
56.140	15.37	24.52	-0.06	7.63
56.162	19.21	28.35	0.07	7.76
56.185	25.82	34.97	-0.03	7.66
56.207	30.51	39.65	0.02	7.71
56.230	31.13	40.28	0.06	7.75
56.253	25.95	35.09	-0.06	7.63
56.275	21.84	30.98	0.06	7.75
56.298	23.77	32.91	-0.03	7.66
56.321	24.73	33.87	0.00	7.69
56.343	24.41	33.55	0.06	7.75
56.366	23.46	32.60	-0.05	7.64
56.388	21.22	30.37	0.05	7.74
56.411	19.04	28.19	-0.03	7.67
56.434	16.59	25.74	0.05	7.75
56.462	15.22	24.37	-0.02	7.67
56.485	21.08	30.22	0.07	7.76
56.507	27.18	36.32	-0.05	7.64
56.530	30.78	39.92	0.04	7.73
56.553	29.64	38.79	-0.01	7.68
56.575	22.07	31.22	0.06	7.75
56.597	22.86	32.01	-0.05	7.64
56.620	24.64	33.78	0.04	7.73
56.642	24.39	33.53	0.00	7.69
56.665	23.69	32.83	-0.05	7.64
56.688	21.69	30.83	0.07	7.76
56.710	19.66	28.80	-0.04	7.65
56.733	17.07	26.21	0.04	7.73
56.759	15.17	24.31	0.03	7.73
56.782	19.29	28.44	0.03	7.72
56.805	25.89	35.03	-0.05	7.64
56.827	30.47	39.61	0.06	7.76
56.850	30.77	39.92	-0.04	7.66
56.872	25.37	34.51	0.03	7.72
56.895	21.49	30.64	0.04	7.73
56.918	23.59	32.74	-0.05	7.64
56.940	24.59	33.73	0.07	7.76
56.963	24.22	33.37	-0.03	7.67
56.986	23.41	32.55	0.01	7.70
57.008	21.17	30.32	0.06	7.75
57.031	19.03	28.17	-0.06	7.63
57.053	16.78	25.92	0.06	7.75
57.076	15.21	24.35	-0.03	7.66
57.099	20.61	29.76	-0.00	7.69
57.121	26.81	35.95	0.06	7.75
57.144	30.80	39.94	-0.06	7.63
57.167	30.13	39.27	0.05	7.74
57.189	24.50	33.65	-0.02	7.67
57.212	21.58	30.73	-0.02	7.67
57.234	24.15	33.29	0.06	7.75
57.257	24.66	33.80	-0.05	7.64
57.280	24.20	33.35	0.04	7.73
57.302	23.18	32.33	-0.01	7.68
57.325	20.76	29.90	-0.04	7.66
57.348	18.55	27.69	0.07	7.76
57.370	16.27	25.42	-0.05	7.64
57.393	15.53	24.67	0.04	7.73
57.415	21.82	30.96	0.00	7.69
57.438	27.76	36.90	-0.05	7.65
57.461	31.14	40.28	0.06	7.76
57.483	29.22	38.37	-0.05	7.65
57.506	23.54	32.69	0.04	7.73
57.536	22.16	31.30	-0.03	7.66
57.561	24.56	33.70	0.02	7.71
57.584	24.59	33.74	-0.05	7.64
57.606	24.01	33.15	0.06	7.76
57.629	22.41	31.55	-0.04	7.66
57.652	20.03	29.17	0.03	7.72
57.674	17.75	26.89	0.04	7.73
57.697	15.57	24.71	-0.05	7.64
57.720	16.92	26.06	0.06	7.75
57.742	23.87	33.02	-0.03	7.66
57.765	29.24	38.38	0.03	7.72
57.788	31.57	40.72	0.05	7.74
57.810	27.66	36.81	-0.06	7.64
57.833	22.43	31.58	0.06	7.75
57.855	22.95	32.10	-0.03	7.66
57.878	24.71	33.86	0.01	7.70
57.901	24.44	33.59	-0.02	7.67
57.924	23.77	32.91	0.00	7.70
57.946	21.54	30.68	0.06	7.75
57.969	19.34	28.49	-0.05	7.64
57.992	17.14	26.28	0.05	7.74
58.014	15.26	24.40	-0.02	7.67
58.037	20.01	29.16	-0.01	7.68
58.059	26.43	35.57	0.06	7.76
58.082	30.61	39.75	-0.05	7.64
58.105	30.68	39.83	0.04	7.74
58.127	25.10	34.25	-0.02	7.67
58.150	21.68	30.83	-0.02	7.67
58.173	24.14	33.29	0.07	7.76
58.195	24.79	33.93	-0.05	7.64
58.218	24.25	33.40	0.04	7.74
58.241	23.39	32.54	-0.01	7.68
58.263	21.32	30.46	-0.04	7.65
58.286	19.12	28.27	0.06	7.76
58.308	16.80	25.94	-0.05	7.64
58.331	15.59	24.73	0.04	7.74
58.354	21.47	30.61	0.01	7.70
58.376	27.55	36.70	-0.05	7.65
58.399	31.31	40.45	0.07	7.76
58.422	30.00	39.14	-0.04	7.65
58.444	24.33	33.47	0.04	7.73
58.467	21.97	31.12	0.02	7.72
58.489	24.60	33.74	-0.05	7.64
58.512	24.90	34.04	0.06	7.76
58.535	24.34	33.48	-0.04	7.66
58.557	23.15	32.29	0.03	7.73
58.580	20.93	30.07	0.03	7.72
58.603	18.55	27.69	-0.05	7.64
58.625	16.40	25.55	0.06	7.76
58.648	16.88	26.02	0.06	7.75
58.678	24.07	33.22	0.06	7.75
58.700	29.39	38.54	-0.03	7.66
58.723	31.68	40.83	0.03	7.72
58.746	27.88	37.02	0.05	7.74
58.768	22.60	31.75	-0.06	7.63
58.791	23.10	32.25	0.06	7.75
58.814	24.87	34.02	-0.03	7.67
58.836	24.66	33.80	0.01	7.70
58.859	24.10	33.24	0.06	7.75
58.881	22.34	31.48	-0.05	7.64
58.904	20.10	29.24	0.05	7.74
58.927	17.72	26.86	-0.03	7.67
58.949	15.78	24.93	-0.00	7.69
58.972	18.56	27.70	0.06	7.75
58.995	25.40	34.55	-0.05	7.64
59.017	30.24	39.38	0.06	7.76
59.047	31.21	40.35	0.05	7.74
59.070	25.98	35.13	-0.02	7.67
59.092	21.75	30.89	-0.02	7.67
59.115	23.97	33.11	0.06	7.76
59.137	24.90	34.05	-0.05	7.64
59.160	24.49	33.64	0.04	7.73
59.183	23.75	32.89	-0.01	7.68
59.205	21.64	30.78	-0.04	7.66
59.228	19.46	28.60	0.06	7.75
59.250	17.17	26.32	-0.05	7.64
59.273	15.60	24.74	0.04	7.73
59.295	20.77	29.92	-0.01	7.69
59.318	27.17	36.31	-0.04	7.65
59.340	31.03	40.17	0.07	7.76
59.363	30.67	39.81	-0.05	7.65
59.386	24.97	34.11	0.04	7.73
59.408	21.98	31.12	0.01	7.70
59.431	24.49	33.64	-0.05	7.65
59.454	25.01	34.16	0.07	7.76
59.476	24.53	33.68	-0.04	7.65
59.499	23.54	32.68	0.04	7.73
59.522	21.24	30.38	0.02	7.72
59.544	19.04	28.18	-0.05	7.64
59.567	16.64	25.79	0.07	7.76
59.589	15.92	25.07	-0.04	7.65
59.612	22.12	31.26	0.04	7.73
59.635	27.98	37.13	0.04	7.73
59.657	31.42	40.56	-0.05	7.64
59.680	29.69	38.83	0.06	7.75
59.703	23.99	33.13	-0.03	7.66
59.725	22.24	31.38	0.03	7.72
59.748	24.72	33.87	0.05	7.74
59.770	24.79	33.93	0.04	7.73
59.799	24.16	33.30	-0.06	7.64
59.822	22.87	32.02	0.06	7.75
59.844	20.59	29.74	-0.03	7.66
59.867	18.20	27.34	0.01	7.71
59.890	15.98	25.12	0.06	7.75
59.912	17.08	26.22	-0.06	7.64
59.935	23.88	33.02	0.06	7.75
59.957	29.41	38.56	-0.03	7.67
59.980	32.28	41.43	0.00	7.69
60.003	33.47	42.61	0.06	7.76
60.025	34.18	43.33	-0.05	7.64
60.048	34.70	43.84	0.06	7.76
60.071	34.98	44.13	-0.01	7.68
60.093	35.05	44.19	0.00	7.70
60.116	35.19	44.34	0.08	7.77
60.138	35.28	44.43	-0.02	7.67
60.168	35.36	44.51	-0.03	7.66
60.191	35.33	44.47	0.07	7.76
60.214	35.35	44.50	-0.00	7.69
60.236	35.31	44.46	-0.01	7.68
60.259	35.39	44.53	0.09	7.78
60.281	35.35	44.49	-0.03	7.66
60.304	35.25	44.40	0.06	7.75
60.327	35.44	44.58	0.01	7.70
60.349	35.38	44.53	-0.02	7.67
60.372	35.26	44.40	0.09	7.78
60.395	35.32	44.46	-0.03	7.67
60.417	35.27	44.41	0.06	7.75
60.440	35.40	44.55	0.03	7.72
60.462	35.37	44.52	-0.02	7.67
60.485	35.28	44.42	0.08	7.78
60.508	35.38	44.52	-0.02	7.67
60.530	35.34	44.49	0.06	7.75
60.553	35.13	44.27	0.06	7.75
60.579	35.32	44.46	0.05	7.75
60.602	35.35	44.49	0.05	7.74
60.625	35.42	44.56	-0.03	7.66
60.647	35.28	44.43	0.09	7.78
60.670	35.34	44.48	-0.02	7.68
60.693	35.42	44.57	0.06	7.75
60.715	35.43	44.58	0.06	7.75
60.738	35.31	44.45	-0.03	7.66
60.760	35.30	44.45	0.08	7.78
60.783	35.37	44.51	-0.01	7.68
60.806	35.36	44.50	0.04	7.74
60.828	35.30	44.44	0.07	7.76
60.851	35.24	44.38	-0.04	7.65
60.874	35.27	44.42	0.08	7.77
60.896	35.33	44.48	-0.03	7.66
60.925	35.38	44.53	-0.01	7.68
60.948	35.32	44.46	0.03	7.72
60.970	35.40	44.54	0.08	7.77
60.993	35.33	44.47	-0.03	7.66
61.015	35.35	44.49	0.08	7.77
61.038	35.30	44.44	-0.01	7.68
61.061	35.42	44.56	0.02	7.71
61.083	35.27	44.41	0.08	7.77
61.106	35.34	44.48	-0.03	7.66
61.129	35.34	44.48	0.07	7.76
61.151	35.36	44.50	-0.00	7.69
61.174	35.46	44.61	0.00	7.70
61.197	35.35	44.50	0.08	7.78
61.219	35.32	44.46	-0.03	7.66
61.242	35.43	44.57	0.06	7.76
61.264	35.38	44.52	0.00	7.69
61.287	35.32	44.46	0.06	7.75
61.317	35.38	44.52	-0.01	7.68
61.339	35.52	44.67	0.09	7.78
61.362	35.48	44.62	-0.02	7.67
61.385	35.36	44.50	0.06	7.75
61.407	35.32	44.47	0.02	7.71
61.430	35.54	44.68	-0.02	7.67
61.453	35.37	44.52	0.09	7.78
61.475	35.45	44.59	-0.02	7.67
61.498	35.45	44.59	0.06	7.75
61.521	35.49	44.64	0.04	7.73
61.543	35.52	44.67	-0.02	7.67
61.566	35.40	44.55	0.09	7.78
61.588	35.36	44.51	-0.02	7.67
61.611	35.50	44.65	0.06	7.75
61.634	35.46	44.61	0.05	7.74
61.656	35.47	44.62	-0.03	7.67
61.679	35.47	44.62	0.09	7.78
61.701	35.57	44.71	-0.01	7.69
61.724	35.58	44.73	0.06	7.75
61.747	35.51	44.66	0.06	7.76
61.769	35.53	44.67	-0.02	7.67
61.792	35.59	44.74	0.09	7.79
61.815	35.43	44.58	-0.01	7.68
61.837	35.39	44.53	0.04	7.74
61.860	35.41	44.55	0.07	7.76
61.887	35.44	44.59	-0.02	7.67
61.910	35.48	44.62	0.08	7.77
61.932	35.38	44.52	-0.01	7.68
61.955	35.58	44.73	0.04	7.73
61.977	35.53	44.68	0.08	7.77
62.000	35.46	44.61	0.05	7.74
62.029	35.54	44.69	-0.03	7.67
62.051	35.62	44.76	0.08	7.77
62.074	35.56	44.70	-0.00	7.69
62.097	35.53	44.67	0.02	7.71
62.119	35.48	44.63	0.08	7.78
62.142	35.54	44.69	-0.03	7.67
62.164	35.48	44.63	0.08	7.77
62.187	35.49	44.64	0.00	7.70
